dataset,label
"[-0.15499066482768856, -0.07653873269879427, -0.02495748165970143, 0.009213746441657917, 0.10418934764132794, 0.12397158069841188, 0.17360273515353156, 0.20170191115759017, 0.2823868509039976, 0.3520037106441516, 0.4401670114664703, 0.4499618588921818, 0.4957245487336382, 0.5423898890672594, 0.507923999051929, 0.526021556737627, 0.5490906119582721, 0.5164614242385367, 0.5061373278595194, 0.5459654408748736, 0.481235473388354, 0.49230526661407364, 0.5138592109333756, 0.5163757627252039, 0.5287157516179084, 0.5236472880055215, 0.49148808153843915, 0.4781443171004426, 0.4824402624104981, 0.5143164102148197, 0.5014256482307021, 0.5195142263415461, 0.46238934386378755, 0.5107429002590994, 0.4847695557638268, 0.4887538557013465, 0.46787021120946587, 0.48345799703814846, 0.49612098478680056, 0.49262037180674834, 0.47597130895602946, 0.4942904003600848, 0.5474007285509318, 0.5104571241861507, 0.5228895537875083, 0.4822003344246028, 0.4931484179931837, 0.5276449191736544, 0.48820079974822506, 0.48369694371522964, 0.4972801389754466]",3
"[-0.5196172607956431, -0.4859776337324826, -0.45464853360273655, -0.4609940678040714, -0.42587415430723713, -0.3837564541327281, -0.3953609263775786, -0.3463924315723228, -0.33201694561774175, -0.3145004993855687, -0.28326437679113114, -0.24760637521448325, -0.23385312050036366, -0.1800870838785269, -0.18507971460705283, -0.1816501876105754, -0.12771055154284305, -0.10717256962593476, -0.07742184218232812, -0.038246235839015826, -0.08440491456163338, -0.04340485912175005, 0.017349395227459943, 0.04064406857137073, 0.04642562414247993, 0.07060802064191092, 0.09212617017292649, 0.1377214729385876, 0.15229233950924526, 0.1797592948020541, 0.20187710734347342, 0.2492094742998864, 0.2279443416986758, 0.2692234264619723, 0.2921410609187748, 0.3239593109665469, 0.34867194945413177, 0.313221701303198, 0.28943474356679605, 0.30592495337555525, 0.29920185986094083, 0.2732189003233572, 0.20602547594620665, 0.16169869277101048, 0.160728823902749, 0.1051284071075345, 0.11965916442114953, 0.09300363555122011, -0.014318935810391495, 0.001265795976629111, -0.01373800057421282]",3
"[-0.11040353135888795, -0.12483188098155676, -0.07016165168444162, -0.0798682475842738, -0.08891501220162477, -0.038217054981458075, -0.015639683878933365, -0.030715210348854917, -0.009651557720214126, 0.023455183398216995, -0.012935389596977993, 0.06480637047117539, 0.05327033011266546, 0.08104593970224352, 0.1154231698587675, 0.08555969578060713, 0.11800215843557892, 0.10975289129561286, 0.14482082222712866, 0.1460857436077733, 0.18990104709778094, 0.18278795160657793, 0.19066484299349057, 0.19899272608967924, 0.25438533794556656, 0.19331117875365944, 0.2513695259903705, 0.28488720921905086, 0.2855628398948716, 0.2820812622819285, 0.3365117719612863, 0.3468093514422438, 0.3571693395899994, 0.3402620110433164, 0.3679234652549127, 0.39019788894870194, 0.40797782699277807, 0.437400965703066, 0.4090407736298129, 0.4169818986278492, 0.4288286586444061, 0.4626783052808123, 0.527706067978315, 0.4926088389628917, 0.5585448181597865, 0.515772215636676, 0.3618748343246082, 0.3183961652815406, 0.19123469891208272, 0.0725959501201158, -0.05420492689890216]",3
"[-0.5105188877265863, -0.48296531200546444, -0.4729665972982755, -0.3854773761967746, -0.3323055482405886, -0.34358999785351535, -0.3090204989721344, -0.22648595777591324, -0.2814017697880387, -0.15530078895055296, -0.153600694303926, -0.08953545825536882, -0.06314953252061044, -0.039114495641184174, -0.0026881455978045752, -0.010693148797719099, 0.08573067348608034, 0.0952094006920686, 0.11366290070433172, 0.17530299223188645, 0.2086539554528174, 0.23026241678281006, 0.28604886695856446, 0.3080504839529189, 0.4055652225537088, 0.40124578054461596, 0.44089735743568254, 0.4555992664602203, 0.5435684732072289, 0.5232514007676627, 0.5434545903064141, 0.6069845899961724, 0.6716345004312245, 0.6603858899613416, 0.6817870771186323, 0.6478843216777378, 0.5671370804615427, 0.5306896417170555, 0.4052522549931902, 0.3337877950843269, 0.3085277008059102, 0.22903123539288855, 0.15023941309103395, 0.08482941678650037, 0.04336730360343673, -0.031965486142279745, -0.13882112057175167, -0.17708837412302572, -0.2192654342682718, -0.33649654373852667, -0.3855468338759559]",3
"[-0.16214102601245856, -0.11927952267269074, -0.11461620512151055, -0.095200293570221, -0.10597784824800496, -0.10843989668223537, -0.031231336904358576, -0.04907136401613645, -0.006299321953734192, -0.032299292331331796, -0.03197613659293445, -0.001398806885314912, 0.015804383466624283, 0.03800704098959265, 0.005820887347272832, 0.04712710507457369, 0.05110963269212196, 0.07690571985599796, 0.08028116781484673, 0.10010692983326297, 0.08617942734617265, 0.13588619020924164, 0.1577530644336398, 0.16008641458251918, 0.15514203709747407, 0.15948791872170887, 0.14948837333008444, 0.1995007839337136, 0.19247479582525873, 0.22131038174757953, 0.2084062287857746, 0.2295099985562409, 0.23377531868685253, 0.26042287255283075, 0.30309332945203793, 0.30960921008677356, 0.3482060405940023, 0.3174311223621914, 0.3076348168586172, 0.2015801950692035, 0.1202027888968273, 0.06516417938300474, -0.04595201986393876, -0.11808115136793308, -0.1958400267188262, -0.297464314069229, -0.38973893827468853, -0.4625479839265435, -0.5678565201425351, -0.6773569225345922, -0.7748764074313693]",3
"[-0.6928584330452662, -0.5908436116295799, -0.4717638354877379, -0.37736755929812577, -0.33539514853086416, -0.23703283052278432, -0.13235532973131992, -0.02103977480913257, 0.04943089265107139, 0.11185927619087585, 0.25056700483860744, 0.3612028737912, 0.46244553983233183, 0.5829377947399603, 0.5912926819997264, 0.7144812167534652, 0.7358653130245755, 0.6823469556399735, 0.637061372023412, 0.6328274963717495, 0.5789219052583168, 0.5493474656856256, 0.5273558073440415, 0.5380428574504539, 0.4469097083948209, 0.40558013458253883, 0.39071768882333696, 0.3611229635930866, 0.33050914966886413, 0.28671102618504235, 0.2762411307529038, 0.2707050123108421, 0.22803056187583964, 0.19502658320006772, 0.11233917632369615, 0.10403797720692665, 0.06715298534396508, 0.03995859423937985, 0.008593660522557882, -0.028359248256182124, -0.040652676132209874, -0.07497864142276847, -0.1013101362158237, -0.1419909509640032, -0.1748056909873629, -0.18675082016657127, -0.19230753365261888, -0.2752509525370853, -0.2713138925952396, -0.307076995753219, -0.355327354458415]",3
"[-0.6202063274344254, -0.578390422574232, -0.5086277367417202, -0.46141470695062103, -0.4318262559435196, -0.35151736776357745, -0.265122529987481, -0.2563587427839525, -0.21912860519255425, -0.14290506949139767, -0.11209597466872775, -0.02826915138162951, 0.0024069038299002147, 0.06476707642599848, 0.08318440759836324, 0.1462748094051666, 0.19690821981805426, 0.26069144387538434, 0.28684660674767043, 0.35164068777126894, 0.3969591868298881, 0.43356536786722927, 0.4982688574029912, 0.5625715324974103, 0.6199602463072972, 0.6769559581995576, 0.6483455021244899, 0.6501135367203023, 0.6435239878023985, 0.643026405962644, 0.6109947327766647, 0.627678082371807, 0.6658929902449965, 0.6099124578596097, 0.5862102869670106, 0.6333234644467579, 0.6121666294654736, 0.6551912995334178, 0.6051140778122338, 0.6073528856949679, 0.6164119531210449, 0.583751009548038, 0.5984575179048044, 0.5863883947467514, 0.5813931804510387, 0.5947018966080542, 0.5362476733994672, 0.5430865542132524, 0.5509507744296113, 0.5347659794681808, 0.5750273834428633]",3
"[-0.6045169302230974, -0.5098726131885879, -0.39180504899922025, -0.34178021445638124, -0.2435379539025155, -0.19557197130606768, -0.13199671477616318, -0.037919873231784265, 0.07252966187739501, 0.12265605563967338, 0.23891922033595417, 0.32943187092597576, 0.37342748251248264, 0.38026419978552645, 0.34931801860033007, 0.37098107238996825, 0.2867167111499821, 0.2966583194291735, 0.23705153412893712, 0.241841247597742, 0.18171462915173625, 0.20331940013872815, 0.12500195376757597, 0.057701518227083096, 0.05889923079334289, 0.044459246316210455, -0.05899590840901708, -0.01657909134482695, -0.08299269473173912, -0.09421022098438311, -0.1610707323361052, -0.16732139510614116, -0.19911851851631307, -0.2473276390001466, -0.28956352147943515, -0.28544321995096983, -0.32590363492332264, -0.3920923467703096, -0.4544019523503125, -0.4268433645768062, -0.4418134432119404, -0.5254638048082284, -0.5247090642079298, -0.5819118464386405, -0.5997168609802566, -0.6516745674065226, -0.6772836536845339, -0.698321776204117, -0.731185676408739, -0.7402965722093845, -0.7689481764683984]",3
"[-0.18787241830750534, -0.08314777175830977, 0.08872205105479272, 0.22640312906859705, 0.3964926668821873, 0.5652438607909775, 0.7246617270331153, 0.6669009642331424, 0.6669251360398553, 0.6600925980245127, 0.6338507235312665, 0.6605523850099759, 0.6179060056357653, 0.6221221045317179, 0.6071963788911393, 0.5921958538412431, 0.561448837630291, 0.5711773133212983, 0.5765872303003436, 0.5392946135489998, 0.5222095303352993, 0.4925026178307241, 0.5000953737881375, 0.47930270746124654, 0.47118499237789097, 0.43734044837297814, 0.48217262357668705, 0.4430710612037042, 0.39288647280534955, 0.39216126642687693, 0.40015863896183096, 0.3554108377731365, 0.34938495573509154, 0.3583738777007375, 0.33631450177488775, 0.3312589993534137, 0.2781222771611222, 0.3051916952717422, 0.26900246980359915, 0.267188731096438, 0.28501362392325497, 0.19692228883302268, 0.19501625729676367, 0.2361984812865927, 0.2042832142811558, 0.2141927622347097, 0.20452069325001163, 0.16480959189002964, 0.1053092457827847, 0.1716577221836767, 0.13462756334221646]",3
"[-0.43114387007147764, -0.3607140998417207, -0.3280615709353247, -0.2392254217394799, -0.24448646187410006, -0.17766191486987745, -0.08877790412830404, -0.043118629168466316, 0.04617461160911335, 0.09178661634944611, 0.16146532801062258, 0.23207210978195036, 0.25309509202125835, 0.3152614199104412, 0.36058916334376906, 0.39949997238482804, 0.3676281028175743, 0.33831725392972656, 0.3735965395642685, 0.33555311956574707, 0.2866110524463728, 0.2824066134959895, 0.2272301960602292, 0.1991477753715844, 0.16953901960231482, 0.14292907535899727, 0.09786754091818073, 0.13998760307779615, 0.10013974105757481, 0.06566251428761548, 0.008066841084063175, 0.002800519331078059, -0.026213345845717197, -0.08495332437868933, -0.07741759056239325, -0.09674796441853081, -0.14407363740261311, -0.16422613759260557, -0.2149517241976383, -0.20783919229614317, -0.2276874541269842, -0.30804768224706036, -0.2542356097625946, -0.3287859163776085, -0.32912852786577157, -0.410966559441515, -0.4697682571327213, -0.46694978062016623, -0.4812192110708348, -0.4733654262975928, -0.5318088972866789]",3
"[0.016999554702240717, 0.05326979263514674, 0.08194356710735629, 0.15037967519792225, 0.1568189594203632, 0.20743694049585498, 0.29668894406365, 0.31214391109469475, 0.38136140527004536, 0.3726580995743158, 0.4498883851042186, 0.4760972728029201, 0.5515690029330204, 0.5474046864553948, 0.5532765771141056, 0.5466143749299982, 0.5672075063592634, 0.5105638186537367, 0.47965805667613093, 0.46080191948232085, 0.4651871258636182, 0.4327735400656423, 0.4355250546000144, 0.42457147179835253, 0.4131479415315313, 0.3823984379756414, 0.3574645779363966, 0.3263497875764291, 0.33426198292852777, 0.30317212847788816, 0.29098581408366114, 0.25277470556333764, 0.22925240337012712, 0.20439530100675124, 0.18458366004999446, 0.20886583498438996, 0.18328505734972525, 0.18291198839596456, 0.11746421128312488, 0.12788393858651217, 0.05825909871012334, 0.0912621111829834, 0.06583030298931765, 0.07264809011811957, 0.03865087446399523, 0.02994003850916784, 0.03266402057284497, -0.042923922009873175, -0.03218045728719794, -0.058115816992889514, -0.0842220560680776]",3
"[0.053932111833097936, 0.06497710238665975, 0.11202973540175028, 0.12346714105584414, 0.1695501248566795, 0.16505325481553917, 0.2183515468513352, 0.21236382255793923, 0.26575580669265975, 0.22888269877551148, 0.2354895668150337, 0.2761113606548161, 0.29437790648210893, 0.3277103115972563, 0.3598201295776463, 0.3746552396501335, 0.4374388887690096, 0.40600142853839194, 0.3986573736000713, 0.4583608157188282, 0.4700440220864188, 0.4663896526961686, 0.5104213632973315, 0.5284124089985518, 0.5588788058316831, 0.5708794666277437, 0.6111257180321006, 0.6495814700308676, 0.6346567827934936, 0.6548879608280415, 0.6588671274525577, 0.7068745324600725, 0.7141270361118603, 0.740400173673257, 0.7279994863198974, 0.6792437926699775, 0.5370372478451299, 0.48744703963649944, 0.4246605602512746, 0.39307727978131113, 0.318024226093949, 0.24122436697737137, 0.16445818765106615, 0.08022330532476746, -0.009403685269890483, -0.0946628873309877, -0.15722897452009282, -0.16753040465393704, -0.30522067925415375, -0.38523531163372954, -0.4044830609348574]",3
"[-0.05528934083974012, -0.0426030478726748, -0.030686929895564218, -0.03562801911276088, -1.3986069021728123e-05, 0.00249314905145542, 0.015619796229443648, 0.03732690260747615, 0.07318779814569697, 0.05907988186289546, 0.09830954773728767, 0.09903592120415404, 0.06501808965746357, 0.10193549397382465, 0.13236266933401206, 0.15711880438855905, 0.18493456304329536, 0.12375145375449668, 0.1464248145365845, 0.17456355887483574, 0.15637664010669672, 0.23429889592146097, 0.21663411565926471, 0.24414579666809508, 0.22746205791616164, 0.28488824770457655, 0.25362825090430524, 0.28642816932225845, 0.3260622743102881, 0.28607235124422886, 0.31317932529443065, 0.2815523787830536, 0.307944918923475, 0.29132641841932655, 0.30269463246102324, 0.2458997267483342, 0.23889246875056147, 0.24627525507995288, 0.2502755561291899, 0.2741482215594842, 0.19076416972421079, 0.21691226518134193, 0.18065276645729247, 0.1928418498614166, 0.22925594417215636, 0.17828510693049615, 0.17017016261778087, 0.19489287846947526, 0.1340020406089085, 0.13885485501494627, 0.13126948057817506]",3
"[0.15869827907961778, 0.15327807300392432, 0.17522163440673527, 0.19168652494689095, 0.19343778420342372, 0.24580069644827177, 0.2227857103532477, 0.2478601597919622, 0.27047616573514965, 0.30065242513836327, 0.3133465970340362, 0.3407572423564042, 0.35731799584112717, 0.4092334372114804, 0.4021750127176684, 0.3924656940458301, 0.40566429416103805, 0.41737709790854416, 0.4875101247459453, 0.46386018015787034, 0.4910504745204647, 0.5168808201727068, 0.5137442671051874, 0.5476203392473636, 0.5255374510357993, 0.5495749014816026, 0.5742532769925763, 0.6193404197967652, 0.6111378268944, 0.5261408950523436, 0.4881286069754307, 0.43248322854543453, 0.3465505732883506, 0.275790784819778, 0.2314900849060761, 0.1642162338216968, 0.11186181622690931, 0.07851550717570624, 0.020829807190097277, -0.0680957345731239, -0.14197343888895095, -0.14490050493619405, -0.2330832440397233, -0.34611055137087765, -0.3950872045657671, -0.4543798886754836, -0.4881336043805337, -0.5328307680894321, -0.6512617551056548, -0.6850613749105394, -0.7871773720691287]",3
"[-0.02706918946656372, -0.03300079810534519, -0.014483126969103421, 0.05009388571502887, 0.04394973645891948, 0.13143298435387968, 0.11459820763267381, 0.15116941848729268, 0.20298904310078786, 0.23728285588378378, 0.25859913189194683, 0.30668347532783613, 0.3507299775540231, 0.3126392067320497, 0.39908866701197926, 0.40158075166712826, 0.4541999768013623, 0.46111989803769954, 0.5214097258522229, 0.45215553383825197, 0.4791109981062322, 0.44761227561506695, 0.418930578311851, 0.37887075294686084, 0.3956768067130408, 0.34224285944052507, 0.352475266326457, 0.3383397459491507, 0.3294329418538839, 0.3067453748553962, 0.2830359423810112, 0.2758356407422202, 0.2395415338468007, 0.21360849416695704, 0.20703134624153466, 0.17548943654090846, 0.1595449960479458, 0.12338189053670102, 0.14408829853066007, 0.09292274795102423, 0.1132058424554854, 0.05745465109867392, 0.0713801874223981, 0.04641818828840125, 0.013345971707048845, 0.02835115726271156, -0.017717391876788034, -0.008400625314334352, -0.0307765169968608, -0.06502011759117597, -0.12457088922322923]",3
"[-0.1659501179938557, -0.058914245102864644, 0.009112235091706602, 0.11852573680668262, 0.16488039824534217, 0.311432976389515, 0.3876984469170544, 0.3717715055002962, 0.3902981796891552, 0.33501035546279584, 0.3247868222212107, 0.2970369665808369, 0.2841208257339791, 0.26039876689105695, 0.2264491099939166, 0.19016359779380604, 0.17501118310936328, 0.1632346508873696, 0.1423318700935098, 0.10079213716754612, 0.08852221763093558, 0.10952130851982679, 0.04172062035784887, 0.05482507010073002, 0.015645957199539647, 0.025628438016119442, -0.07207768012117875, -0.0928373764626702, -0.11292612121149503, -0.10630747862884606, -0.12838007462768453, -0.16634997918145883, -0.18457338135637333, -0.2182861427964197, -0.22442689215234624, -0.22748231446707806, -0.2963743016742628, -0.2874442375725827, -0.3156792800914302, -0.3509996453328089, -0.3804311972376527, -0.3738574479098315, -0.3981445315454512, -0.4641271509291149, -0.4332526444470718, -0.4449350416830461, -0.49065678786511946, -0.5347929051768889, -0.540630657087632, -0.5927687445386203, -0.5893317865777226]",3
"[0.2636459946855389, 0.2836877984880546, 0.3626241826202127, 0.342949530128399, 0.38712740876674545, 0.4236483694207265, 0.4430728813852086, 0.47819780474057955, 0.535158915311792, 0.5429777146910395, 0.5896956509919031, 0.620923803136462, 0.6703588547414333, 0.6567908409207501, 0.6533042146189254, 0.6343663509795364, 0.6012635295785727, 0.610556966250648, 0.639281273417613, 0.6120536960971575, 0.6107677145444673, 0.5932998440335693, 0.5994800280197519, 0.5388452640131565, 0.5150643156683763, 0.5329293153978426, 0.49199192060717917, 0.475427102082542, 0.49573860080839843, 0.515948635242716, 0.4710649960014966, 0.47157616477204184, 0.48297792965118314, 0.4835349203166801, 0.4387872901839453, 0.41522037559714664, 0.4101796731309646, 0.45239904686421356, 0.40398711438641305, 0.4044020940132001, 0.3280272844797412, 0.33931870564933164, 0.3739684163512183, 0.3795372441727661, 0.3380352785032521, 0.3579147403299803, 0.28660931134918455, 0.28936896770654896, 0.3293135405785927, 0.28834965051693195, 0.2776391628057296]",3
"[0.2737137237892686, 0.2793262680947565, 0.2617758869761468, 0.300247875944644, 0.27698739410634177, 0.26833842707549, 0.3100282854799644, 0.2876549701705489, 0.30330404819280177, 0.31961709891343476, 0.2885114627767497, 0.32732141710429563, 0.33513684984870024, 0.33300472546367854, 0.3196796544515499, 0.37025054196414997, 0.37042091154504697, 0.3761819698120401, 0.34681977644146617, 0.37279278211239086, 0.349913083268249, 0.3732735531369575, 0.373082815866415, 0.4130533998356979, 0.40443923389651515, 0.3694064581842248, 0.4061662183642931, 0.3273155417333502, 0.2448374859484305, 0.22960491276917339, 0.18175258728449098, 0.16073563154263343, 0.08820882861487264, 0.07969256431447934, 0.014116753828015055, -0.06330837781635644, -0.07993833771522033, -0.12630472663362746, -0.1631056978256341, -0.19105829941811633, -0.22081446892104334, -0.29767167622292984, -0.3114763527553031, -0.3609242580594091, -0.38807081633111423, -0.43499983661153413, -0.4739989699277917, -0.5333445097749108, -0.5533862684235726, -0.6162177490956086, -0.6480781857270983]",3
"[-0.121151340712675, -0.0999770612122995, -0.08425750759187764, -0.056652522692272216, 0.017311253403618977, 0.010595699625687724, 0.03135924973855999, 0.058286942264867504, 0.10439365041583615, 0.1309182604476192, 0.11490684969221954, 0.18015610341010185, 0.2054372313261224, 0.23330411986359706, 0.24799578870849054, 0.2634815374592234, 0.3093959044667646, 0.31302218342899785, 0.3369913769170153, 0.3722887240228142, 0.3791135889723404, 0.4121042229727356, 0.4689570007812901, 0.5086174199938945, 0.5067358856619858, 0.4391324162374654, 0.3965902160993466, 0.36060071460441984, 0.3051322914783951, 0.28230413585789865, 0.2413393977204932, 0.1554480016708341, 0.1118591282514066, 0.0765287577907154, 0.03940038034801773, -0.0189764110168866, -0.0562780372586761, -0.01646239068994383, -0.12097239506663306, -0.1921948497017534, -0.20032858792411454, -0.3256162205794908, -0.31345054788635, -0.3553295513788257, -0.4195107035555601, -0.4485214494765955, -0.5030117829036057, -0.534405846495911, -0.6038161838235152, -0.6243836084333779, -0.6871014430300234]",3
"[-0.6442725259690343, -0.5478261110097767, -0.45047837337575314, -0.35831031917941225, -0.24809985971637324, -0.1288270904580033, -0.07365143585292988, 0.017333799396506516, 0.08125269762808178, 0.16736443587457372, 0.29049782132494156, 0.3991944065324648, 0.466757999482493, 0.4886958858050396, 0.4800024179027123, 0.45330686054888103, 0.4051039775872206, 0.4315457313996577, 0.390141461845433, 0.37267913470877634, 0.33437336490800157, 0.329922709071783, 0.30162229301836907, 0.26287348294144075, 0.21009751063566703, 0.2217866995497014, 0.18345507408473732, 0.2080732954062936, 0.11398761539745032, 0.16577649606215078, 0.1295458233473194, 0.10540481420941382, 0.09793219343351739, 0.04391230873139002, 0.040762271790054413, 0.026735367690511637, -0.035985590458620084, -0.04492800204375516, -0.08559632229203165, -0.11115185619594584, -0.09929582842504893, -0.11893364418230762, -0.13461916292979217, -0.15353565725274604, -0.20359547061583186, -0.19341028432365498, -0.21310542534763321, -0.2762998835167901, -0.2658989331593048, -0.2869530812616957, -0.333287740573715]",3
"[0.007014934225954184, -0.0006438746452037403, 0.03314900789788282, 0.052452266064051095, 0.07840452373146849, 0.08016504520712547, 0.08916177565274105, 0.11756466221422465, 0.1377851428977479, 0.14103702176484095, 0.16481367831183769, 0.1527963480241158, 0.1901000072620654, 0.1996400173116586, 0.2381046444502397, 0.22785703877840202, 0.27384697121334356, 0.28250334013121575, 0.26268794069264156, 0.3026885177162403, 0.32220613702504597, 0.35581132707984064, 0.34427604772029335, 0.33470324925483824, 0.38131207266678413, 0.4358550939438122, 0.40569928717106135, 0.39018538841912304, 0.4539738716320172, 0.45339853014115117, 0.4634040325763738, 0.5034524299957406, 0.511219710843839, 0.5090752668847528, 0.5639186573223712, 0.5321746597342092, 0.5548489250841715, 0.5934174253993642, 0.5786167438364904, 0.6367954154951871, 0.6065875918192966, 0.513918657460822, 0.4586906156179119, 0.295240510810388, 0.27614339194251863, 0.21554094567767385, 0.09553684375433828, -0.011340046592966741, -0.11150447479909315, -0.16427233181139334, -0.2569368294613291]",3
"[-0.4001139637661297, -0.3526504304024155, -0.31190308653296084, -0.23951656943009583, -0.2054385079517926, -0.18703176022086704, -0.16249298057980793, -0.12434808814536193, -0.07602800992313903, -0.06192406302993888, -0.02443738524329031, 0.02705292633901048, 0.056918998764906144, 0.07157756075895298, 0.16020176001095013, 0.14746537921163816, 0.24134692838151936, 0.23427326469265664, 0.26320530646408563, 0.3204758958049259, 0.32550989896720234, 0.40472642240230705, 0.3823067034982263, 0.38339285195383344, 0.40696770905511565, 0.3615372051438152, 0.37397346288933037, 0.3347307107265751, 0.28473369138867777, 0.2695352330343115, 0.2148562537458801, 0.17454100128032127, 0.1570214524434183, 0.11648954115307414, 0.11638212268424941, 0.01880492930300602, 0.052113252246411265, 0.03271261426452232, -0.01092944576964483, -0.008096617120015047, -0.07554363761231915, -0.07797451082595613, -0.11509366301800525, -0.17507454497269068, -0.16156407245203513, -0.2514541667824417, -0.25602817053495486, -0.26685906024006034, -0.29321045942729707, -0.3463526014327986, -0.347685291701492]",3
"[-0.8028899877099099, -0.7747846896421786, -0.7100841731099832, -0.6813462350127515, -0.6460449766510712, -0.577150011825556, -0.5526282202870512, -0.5507251189324857, -0.5086226693559838, -0.48920160588748973, -0.4469293435565129, -0.40065283855080835, -0.34804415138639316, -0.33799304116018963, -0.29399454098879335, -0.24904241358413554, -0.2072623187804694, -0.21418415028823032, -0.13314627932144257, -0.12999800667260664, -0.12033480687995686, -0.039407629850291316, -0.01659521168982272, 0.026335610064731934, 0.053530628137757504, 0.12501902138848103, 0.10949211022062708, 0.1832110839503547, 0.20762471179761632, 0.24291226926922457, 0.2801454587625288, 0.3332501245285188, 0.3500138222246778, 0.3504100634159971, 0.4039607854105483, 0.4481132038999168, 0.5081993870972746, 0.5782024925148309, 0.5615060716072697, 0.5656470903916176, 0.44329059543612914, 0.3085023237096135, 0.2634775411397986, 0.1492655007809049, 0.04787460248874656, -0.07485669924732702, -0.24537113687460516, -0.3173968354434288, -0.41322076346785386, -0.5450063253590725, -0.5942451510268781]",3
"[-0.32439068089262646, -0.2546563053873945, -0.23712153353172302, -0.21741092404244147, -0.24228771274722805, -0.14694361410383727, -0.14592714816601984, -0.1076078059533379, -0.07979279911548114, -0.055239367729606685, -0.04444093723050405, 0.05003076789318645, 0.03102179892925797, 0.06536629581183004, 0.12536010034874653, 0.11567884289598786, 0.12458548336030292, 0.16365095785813724, 0.25860882372550953, 0.2598238119421364, 0.2803288357090852, 0.3332442422071724, 0.37870926085982315, 0.35740966002532, 0.39576356083811814, 0.40523787045217674, 0.4495647184795531, 0.4785334817097212, 0.5001231611774468, 0.5438427929228136, 0.5925791685713805, 0.6402568033821673, 0.640283689337794, 0.6525746898787533, 0.6556232135110532, 0.6247214931562536, 0.628399785929433, 0.5959067523849966, 0.5258879865790957, 0.5340280176805574, 0.5031186720819982, 0.45761017951015087, 0.4412708100861397, 0.43269989254318986, 0.389922592451215, 0.3685390203375126, 0.31015598745851264, 0.3067970789240361, 0.3010526509257439, 0.312254145837606, 0.25775619275826117]",3
"[-0.4331842748096604, -0.3559637563032215, -0.340260273822068, -0.29488199761581885, -0.23384927745792042, -0.2369162749056341, -0.20879766845060094, -0.14145093203351908, -0.12764258742914328, -0.11488292599190286, -0.06311244334513744, 0.0067436079904016726, 0.03470058411964041, 0.06887984299168304, 0.1039575692420038, 0.16898553114730863, 0.1827582526599962, 0.22561491933579023, 0.23949125946184058, 0.29259522203968497, 0.3178322397341988, 0.3389201740938055, 0.3499086623437152, 0.403438325292607, 0.39582183065389426, 0.3592641493243913, 0.35648206894005957, 0.3584353752268475, 0.31179710894075946, 0.32834426546678974, 0.31136469718790566, 0.2638217332656614, 0.2759163889084922, 0.2445465807593121, 0.2749814856200326, 0.24210421875525576, 0.21191783718472218, 0.16409389921157402, 0.19271451742527834, 0.1756906999212936, 0.14616507708047657, 0.1526902224910285, 0.0915091786777013, 0.12303059539115727, 0.05116028287429879, 0.048339243390988836, 0.044527760664767164, 0.03422477940645341, 0.04188724496559252, 0.002131899073930521, -0.028654897871288037]",3
"[-0.784361883163373, -0.7002477475965745, -0.6685325164454985, -0.6745378173021231, -0.672335169745502, -0.6263959291381884, -0.5922390553537002, -0.5703197338516497, -0.5621830396171972, -0.5334914265261674, -0.48414340698783853, -0.4318090644140773, -0.45138533666521596, -0.4456894066254517, -0.40128863710523094, -0.34651069720280303, -0.3572123758729361, -0.2999229260846183, -0.2783928836350772, -0.22473095350325334, -0.23197624720408574, -0.18892924439334893, -0.16609238900703885, -0.16150354829700955, -0.11989278835453043, -0.05904491497999435, -0.07426569896313578, -0.08326608168847704, -0.052586627693869015, 0.010905524410736809, -0.01260726016057255, 0.04772703253431817, 0.0616500777018036, 0.09063635953084487, 0.09928846532568117, 0.12403469450635099, 0.13460687196916443, 0.24225423452318773, 0.20959368771288298, 0.25980297089195137, 0.2566812555424198, 0.27887927396160883, 0.24487745546655354, 0.297856796499893, 0.2923896334496909, 0.24590652070794922, 0.15751216708947463, 0.1373491059627483, 0.11540398214620015, 0.08883831262373024, 0.046965905440363054]",3
"[0.013494649409113449, 0.06817145561494181, 0.08866936699165229, 0.14334866344369263, 0.173009251712274, 0.1866477388497338, 0.23087748596025412, 0.2878812665854177, 0.29003897318434646, 0.3348846822613911, 0.386126155780877, 0.43549131903077093, 0.43198009032124035, 0.43840668669190963, 0.4205755284659189, 0.4098383353769386, 0.4136118156276387, 0.40422161197602263, 0.405785072352496, 0.3804016994527003, 0.3623374923556362, 0.3528479628882593, 0.30945649843826384, 0.35552964713560675, 0.3131868714225981, 0.2724334467076987, 0.2691771204323964, 0.2927098033020983, 0.26861487944399065, 0.2081073276176583, 0.2600501590947012, 0.20380058423771608, 0.20978837914461795, 0.20006184719756043, 0.18270021722785348, 0.216907632346671, 0.1808009568636436, 0.20474818249871501, 0.16810181637859686, 0.17971789237190497, 0.1445784323607855, 0.08466017144788458, 0.1325329356695373, 0.11356965065225227, 0.0812769566178665, 0.10149441175340473, 0.05501856758532006, 0.07491509534623661, 0.06196187630770145, 0.0789303603221418, 0.0013060707116970306]",3
